video_id,newspaper,video_text,video_description,video_topic,num_comments,num_offensive_comments,offensive_score,offensive_trigger,type,true_label,pred_label
P_vphIRGy3c,ilmessaggero,"Roma, ha un infarto in strada: salvato da due medici. «Grazie al defibrillatore»","È crollato a terra, il battito si è fermato. Ma non il destino, che ha scelto mani sapienti e occhi attenti rimasti impigliati in un totem di speranza: un defibrillatore installato mesi prima in strada, in piazza dei Gerani, nel cuore di Centocelle. L’ultimo fotogramma della storia è una folla di abitanti che esplode in un applauso non appena capisce che il cuore di quell’uomo, un settantenne, ha ricominciato a battere. Il primo, è un’auto che si ferma in via dei Castani: il guidatore apre la portiera, scende e perde i sensi. Ha capito che si stava sentendo male, è riuscito a frenare. A bordo i due figli, che gridano, chiedono aiuto. La Roma solidale della periferia risponde, immediatamente. 

GLI ANGELI SENZA ALI
«Alcuni residenti sono corsi nello studio dei medici di famiglia che dista solo pochi passi» racconta Simone, il gestore del vicino chiosco di fiori. La prima a uscire è stata la dottoressa Tiziana Rea, poi è arrivato il suo collega, Mina Mikhail, 39 anni, di origini egiziane, che per sei anni è stato anche medico del 118. «Tiziana ha iniziato subito a praticare la respirazione cardiopolmonare - racconta il medico - poi abbiamo coordinato insieme il salvataggio, c’era anche un mio amico infermiere». La dottoressa Rea non ha mai interrotto il massaggio cardiaco e spiega: «Quell’uomo non era cosciente, non c’era polso, non respirava, ho effettuato la respirazione cardiopolmonare, chiesto di chiamare 118 e di portarmi il defibrillatore».

Rea ha svolto anche diversi corsi di primo soccorso: «Fondamentali per controllare l’emotività». «Abbiamo mantenuto la calma - aggiunge il suo collega - siamo rimasti lucidi, tutta Centocelle si è trasformata in una unica squadra. La responsabile del vicino centro di analisi ci ha chiesto cosa servisse: “una maschera con l’ossigeno e una cannula per mantenere aperte le vie aeree” abbiamo risposto. Ho dato una scarica, solo una, ha ricominciato a respirare: era andato in arresto cardiocircolatorio, un minuto in più e non ce l’avrebbe fatta».

«Poi - aggiunge Rea - abbiamo continuato in sinergia a lavorare con il massaggio e la respirazione bocca a bocca fino a quando non è arrivata l’ambulanza del 118». Per diversi minuti gli angeli senza ali di Centocelle hanno continuato a soccorrere l’uomo. «Era già cosciente durante il trasporto in ospedale - raccontano - il defibrillatore gli ha salvato la vita». «Abbiamo fatto il nostro dovere - sottolinea Rea - noi medici di famiglia non firmiamo solo ricette, crediamo nel nostro lavoro». Una vita salva grazie ai due camici bianchi e al quartiere che lo scorso anno ha avuto l’idea di trasformare via dei Castani nella prima strada cardioprotetta della Capitale.

«Come Rete Imprese Castani abbiamo vinto il bando della Regione Lazio “Le strade del commercio” - spiega la presidente Monica Paba - fondi per 100 mila euro: abbiamo investito 15 mila euro per l’acquisto di cinque defibrillatori installati in piazza di San Felice di Cantalice, piazza dei Mirti, piazza Teofrasto, via dei Castani e a piazza dei Gerani, quello utilizzato dai due medici». Non solo. «Abbiamo sottoscritto un protocollo d’intesa con la Clinica Guarnieri che ha pagato il corso Blsd (Basic Life Support and Defibrillation) ai docenti delle scuole Artemisia Gentileschi e di via dei Sesami, ma anche a 40 commercianti di via dei Castani. Sono davvero felice che i nostri defibrillatori abbiano salvato una vita». Il giorno dopo il salvataggio, i familiari dell’anziano sono andati a ringraziare i dottori. «Ci hanno portato dei dolci» racconta commosso Mikhail. E hanno ringraziato tramite social anche Monica Paba. «La figlia mi ha chiamata - spiega la dottoressa Rea - era commossa, ora voglio incontrare il papà non appena starà meglio». 

Anche all’Eur i residenti si stanno impegnando per diventare un quartiere cardioprotetto. «Gli organizzatori della Formula E ci hanno donato 5 defibrillatori: tre sono stati messi nelle stazioni dei vigili, dei carabinieri e della polizia - spiega Paolo Lampariello, presidente di Ripartiamo dall’Eur - altri due sono stati sostituiti dal IX Municipio». «Ne abbiamo presi altri di ultima generazione - spiega Augusto Gregori - vicepresidente del IX - a fine giugno ne installeremo 3 o 5, saranno tutti in strada, proprio come in via dei Castani».

#malore #defibrillatore #Roma",health,13,2,0.4474,0,silver,0,0
QcW2Q41IpZI,ilmessaggero,"Shana Fringoni, pilota Ryanair: «Ora sono la prima donna reatina su un aereo di linea»","RIETI - Shana Fringoni, l’ultimo impegno prima della “cerimonia delle ali”, che lo scorso maggio l’ha fatta atterrare direttamente a Dublino, al quartier generale di Ryanair, lo ha affrontato il 12 maggio, quando è salita a bordo del simulatore del Boeing 737 Max, dichiarando definitivamente concluso il percorso di addestramento con il quale, ormai dal 16 febbraio, era impegnata per completare la preparazione da pilota di aerei di linea ed entrare a far parte della compagnia irlandese.

Fringoni, qual è la prossima meta professionale?
«A poca distanza dal traguardo dei trent’anni (a novembre, ndr.), mi appresto a indossare l’agognata divisa di secondo ufficiale, divenendo la prima donna pilota di linea della città di Rieti».

Quando è nato il suo sogno?
«Un sogno accarezzato fin da bambina, che mi ha fatto approdare alla scuola di volo romana Aviomar, dove in quasi tre anni ho completato i 13 esami teorici, alternati a quelli pratici, prima di ottenere una risposta positiva in seguito al colloquio effettuato con Ryanair». 

Come ci si sente a essere la prima donna reatina al comando di un aereo di linea?
«È senz’altro una grande soddisfazione. Spero di poter fare da apripista per altre donne, in un mondo a trazione prevalentemente maschile».

Dove nasce la sua passione per il volo?
«I miei genitori mi hanno sempre dato la possibilità di viaggiare e credo di essermi innamorata del volo già durante il primo, effettuato a otto anni. Da quel momento, ogni volta che sono salita su un aereo, è sempre stato un sogno: credo sia lì che mi sono resa conto di aver sempre voluto fare questo nella vita».

#IlMessaggero #ragazza #pilota #rieti #ryanair #aereo",sport,83,29,0.8327,1,silver,1,0
Re8gVvm24ZU,ilmessaggero,"Maldive, l’intervista alla super-sub finlandese: «Le cause della tragedia? C’è stato errore umano»","«Ci hanno chiesto di aiutare, sapevamo di avere le competenze necessarie per entrare in quella grotta in sicurezza. Cosa è successo? Presto per dirlo, ma in questi casi spesso conta l’errore umano». Jenni Westerlund, 38 anni, è la più giovane del team di super specialisti di speleosubacquea finlandesi (gli altri sono Sami Paakkarinen e Patrik Grönqvist). Quando sugli smartphone sono giunte le richieste di aiuto della fondazione Dan Europe che proponeva di salire su un aereo e andare alle Maldive per recuperare i corpi dei quattro italiani morti nelle grotte, non hanno esitato e hanno detto: «Ok, andiamo». Il giorno prima un coraggioso sommozzatore delle forze di difesa maldiviane era morto durante le ricerche. Servivano i migliori speleosub al mondo e servivano le migliori attrezzature. Jenni Westerlund ha una rodata esperienza alle spalle: partecipò alla missione, guidata da Sami, che andò a riprendere i due amici morti nelle grotte in Norvegia, sfidando il divieto del governo locale. Lei, così come Sami e Patrik, non ha chiesto un compenso. Quando sempre da Dan Europe hanno mandato un messaggio sull’argomento, i tre finlandesi non hanno neppure risposto. Erano già in viaggio per l’aeroporto di Stoccolma. Da lì, facendo varie tappe, sono arrivati all’atollo di Vaavu, hanno preparato l’attrezzatura, dagli scooter ai rebreather, e si sono immersi a oltre sessanta metri nelle grotte di Dhekunu Kandu. Il primo giorno hanno individuato i quattro corpi, il secondo hanno riportato in superficie i primi due, il terzo gli altri due. Ieri hanno svolto l’ultima esplorazione nelle grotte, le informazioni che hanno raccolto saranno utili per aggiornare le mappe, che di fatto non esistono. Questa sera torneranno in Scandinavia.

Quali difficoltà aggiuntive ha posto questa missione?

«Avevamo pochissimo tempo per organizzarci: eravamo in vacanza in Svezia e ci è arrivata la chiamata. Per fortuna, anche lì abbiamo amici fidati e siamo riusciti a procurarci l’attrezzatura più adatta a quel tipo di ambiente. Ci siamo mossi in fretta, con quello che avevamo».

L'intervista completa di Mauro Evangelisti https://www.ilmessaggero.it/mondo/maldive_errore_umano_sub_finlandese_cosa_ha_detto-9546630.html?refresh_ce 

#IlMessaggero #maldive #sub","disaster, accident and emergency incident",27,4,0.6323,0,gold,0,0
Rm-8FjCgI0k,ilmessaggero,"​Davide Cavallo accoltellato a Corso Como, condannato a 20 anni l'aggressore","Vent'anni anni di reclusione per Alessandro Chiani e dieci mesi per Ahmed Atia che verrà scarcerato. Lo ha deciso il gup di Milano Alberto Carboni che ha condannato i due maggiorenni responsabili di aver aggredito e accoltellato in concorso con tre minorenni, il 12 ottobre scorso in zona Corso Como, lo studente bocconiano di 22 anni Davide Cavallo, provocandogli danni permanenti. «Il giudice ha riconosciuto il tentato omicidio» pluriaggravato, ha affermato a margine della sentenza l'avvocato Guglielmo Gulotta che assiste Chiani, il 18enne che ha sferrato le coltellate, annunciando ricorso. Cade invece l'accusa di rapina e tentato omicidio nei confronti di Atia, riqualificata in omissione di soccorso. La procura di Milano aveva chiesto 12 anni per Chiani e 10 per Atia. In aula era presente la vittima accompagnata dal padre. «Il giudice è stato più severo della vittima», ha concluso Gulotta. 

Davide Cavallo, prima della Camera di Consiglio nel processo contro i due aggressori che lo hanno gravemente ferito lo scorso ottobre a Milano, ha chiesto al giudice di potersi avvicinare e abbracciare i due imputati. Cosa che poi è avvenuta.

I tre hanno anche a lungo parlato. Al termine dell'udienza Davide Cavallo è uscito scortato dai genitori e non ha voluto parlare. 

«Il padre non è il figlio, il figlio ha perdonato. Il padre e la madre non riescono». Lo afferma Luca Degani, avvocato del padre di Davide Simone Cavallo, a margine dell'udienza del processo con rito abbreviato che vede imputati Alessandro Chiani e Ahmed Atia per tentato omicidio. «Sentirsi dire che una coltellata è stata data per un gioco alle due di notte è qualcosa che ti fa davvero dire 'basta': c'è un limite anche al diritto di difesa», aggiunge Degani. «Ma non comportiamoci come se non vi fosse una colpa, come se non vi fosse una parte lesa e come non vi fossero dei genitori e dei ragazzi che hanno distrutto la loro vita», sottolinea il legale. «Anche i due imputati hanno distrutto la loro vita e vederli fa impressione perché sono dei ragazzini, bisogna dirlo, ma bisogna dire anche quello che è successo: che alle 2 di notte o alle 3 di notte in corso Como dei ragazzi italiani hanno chiesto una sigaretta, hanno portato via 50 euro e hanno accoltellato un loro coetaneo», conclude Degani.","crime, law and justice",23,18,0.8308,1,silver,1,1
RutDfbvSCpY,ilmessaggero,"Istat: 6,6 milioni di persone desiderano figli ma rinunciano ad averli","Nell'Italia con la natalità ai minimi storici, 6,6 milioni di persone dichiarano di aver rinunciato ad avere bambini che desiderano. L'Istat segnala come tra i 9,8 milioni di persone tra i 18 e i 49 anni che esprimono l'intenzione di non avere figli in futuro, solo una piccola parte affermi che i bambini non rientrano nel proprio progetto di vita (il 5,5%). Tre su dieci hanno già i figli che desiderano, mentre la quota più ampia ha rinunciato ad avere i figli desiderati (62,2%) per problematiche di varia natura, a partire dalla sfera economico-lavorativa. 

Per quasi 2,8 milioni di persone, cioè oltre quattro su dieci tra coloro che non intendono diventare genitori o avere altri figli, il peso delle difficoltà economiche o la mancanza di certezze lavorative impediscono che il desiderio diventi intenzione (nel 32,7% per difficoltà economiche, nel 9,% per mancanza di certezze lavorative). Le donne più degli uomini percepiscono come ostacolo l'incertezza lavorativa (13,6% contro il 4% degli uomini); gli uomini, invece, le difficoltà economiche (39,3% contro il 27,6% delle donne). 

Anche l'impegno di cura verso i propri genitori frena le prospettive genitoriali. Più di una persona su dieci, tra coloro che non intendono avere figli, è così impegnata nel curare i genitori anziani da rinunciare a un progetto di genitorialità (11,5%), una quota decisamente superiore a quella di chi rinuncia per curare i figli già avuti (1,7%). 

L'impatto della cura dei genitori anziani si manifesta in modo consistente dai 35 anni e la prospettiva di prendersi cura contemporaneamente della generazione precedente e di quella successiva fa sì che 763 mila persone rinuncino a progetti di fecondità. 

Per 1,3 milioni di persone, il desiderio è stato rinviato così a lungo da non potere più essere realizzato: per loro, la decisione di non avere figli deriva principalmente da problemi di età (19,7% di chi non intende avere figli a causa di difficoltà nel realizzare il proprio desiderio). 

La posticipazione della genitorialità verso età più avanzate (nel 2025 l'età media al parto è di 32,7 anni) determina una crescente incidenza di nascite da madri over 40. Tuttavia, dopo questa soglia di età la probabilità di concepire naturalmente si riduce drasticamente. 

Le tecniche di procreazione medicalmente assistita (pma) nel 2023, hanno contribuito per il 3,9 per cento alla fecondità totale, un valore quasi raddoppiato nell'arco di un decennio (dal 2,1 per cento del 2013). Nel 2025 il numero medio di figli per donna è calato nuovamente, passando da 1,18 del 2024 al minimo storico di 1,14. Il tasso di crescita della popolazione è prossimo allo zero, ma in miglioramento rispetto al biennio precedente (-0,5 per mille del 2024 e -0,4 per mille nel 2023) grazie alla dinamica migratoria. Il saldo naturale tra nascite e decessi continua comunque a essere negativo (-296 mila unità). 

#ilmessaggero #istat #milioni #figli 


#ilmessaggero #istat #italia #figli",society,13,10,0.7996,1,silver,1,0
THWNu-DUS_k,ilmessaggero,"Martina Rossi, un milione di risarcimento ai genitori: la ragazza era morta a Palma di Maiorca","Il dolore, il processo e ora un maxi-risarcimento. Il tribunale civile di Arezzo ha condannato Alessandro Albertoni e Luca Vanneschi a risarcire con oltre un milione di euro i genitori di Martina Rossi, la studentessa genovese morta a 20 anni il 3 agosto 2011 precipitando dal balcone di un hotel a Palma di Maiorca mentre, secondo la sentenza penale definitiva, tentava di sfuggire a un tentativo di violenza sessuale: lo riporta oggi il Corriere di Arezzo.

La sentenza del giudice civile Fabrizio Pieschi, depositata ieri, stabilisce un risarcimento di 489.836 euro alla madre Franca Murialdo, 457.563 euro al padre Bruno Rossi e altri 74.531 euro da corrispondere congiuntamente ai due genitori per danni patrimoniali e per la tentata violenza.

Albertoni e Vanneschi erano stati condannati in via definitiva a tre anni di reclusione per tentata violenza sessuale ai danni di Martina Rossi. Il giudice civile ha stabilito che, sebbene il reato di «morte come conseguenza di altro delitto» sia stato dichiarato prescritto in sede penale, nel giudizio civile è stato accertato, secondo il criterio civilistico del «più probabile che non», escludendo un concorso di colpa della vittima. La sentenza è immediatamente esecutiva, ma impugnabile in appello attraverso il quale i difensori di Albertoni e Vanneschi, i quali hanno sempre negato l'accusa contestata, possono chiedere la sospensiva dell'esecutività. «Questa sentenza è la naturale conseguenza della condanna penale» - ha commentato oggi il padre di Martina Bruno Rossi. Finora Albertoni e Vanneschi non si sono mai fatti vivi e non hanno mai chiesto scusa ed hanno versato in un fondo dedicato solo mille euro. La nostra punizione però non finisce mai». 

#MartinaRossi #PalmaDiMaiorca #risarcimento","crime, law and justice",93,55,0.8637,1,silver,1,1
TVXaBVk9zCM,ilmessaggero,"Iran, c'è l'accordo con gli Usa: tregua di 60 giorni, stop sanzioni sul petrolio e Hormuz riaperto","Stretta finale su un accordo tra Stati Uniti e Iran per una proroga alla tregua di 60 giorni, durante la quale lo Stretto di Hormuz verrebbe riaperto, l'Iran potrebbe vendere liberamente petrolio, si terrebbero negoziati per limitare il programma nucleare iraniano e le ostilità verrebbero interrotte anche in Libano. Questi, secondo Axios, sarebbero i capisaldi dell'intesa ""ormai pronta"", secondo quanto annunciato ieri sera dal presidente Donald Trump e confermato oggi da fonti vicine a Teheran.

Durante i 60 giorni, Hormuz verrà aperto senza pedaggi e l'Iran acconsentirà a rimuovere le mine che ha dispiegato nello stretto per consentire alle navi di passare liberamente. In cambio, gli Stati Uniti revocherebbero il blocco sui porti iraniani e concederebbero alcune deroghe alle sanzioni per consentire a Teheran di vendere liberamente il petrolio. Secondo il New York Times è previsto anche lo sblocco di beni iraniani all'estero per 25 miliardi di dollari. Al tempo stesso, aggiunge il quotidiano, l'Iran si impegna a rinunciare alle proprie scorte di uranio altamente arricchito: le modalità precise con cui saranno cedute saranno definite nel prossimo ciclo di colloqui.

Elementi di fatto tutti appena confermati dall'agenzia di stampa iraniana Tasnim, considerata molto vicina ai pasdaran: stop alle ostilità in tutta la regione, sblocco dei beni iraniani all'estero e 60 giorni per negoziare sul nucleare (nodo su cui ""Teheran non ha preso alcun impegno"") mentre si precisa che ci vorranno 30 giorni per le procedure legate allo sblocco di Hormuz.

Il Pakistan ha espresso forte ottimismo su una conclusione positiva dei negoziati che, al di là delle schermaglie, sembrano davvero alle battute finali con le diplomazie al lavoro per limare gli ultimi dettagli del memorandum.

#Usa #Iran #Hormuz",politics and government,45,24,0.8324,1,silver,1,1
U-mtkfBYfZQ,ilmessaggero,"Ladro entra in cortile e ruba i panni dallo stendino, incastrato dalle telecamere","Ruba dallo stendino i panni stesi: incastrato dalle telecamere. La scena, indubbiamente assurda, è stata immortalata attorno alle 5 del mattino, fra lunedì e martedì, in via Tronconi, non lontano dal centro Luna di piazza Vienna. Qui, in una graziosa villetta, è stato immortalato in due diverse riprese un individuo che entra nella proprietà e prende dallo stendino in giardino vari panni stesi. Una scelta indubbiamente ragionata, effettuata censendo accuratamente gli oggetti da asportare.

L'incredibile immagine è stata pubblicata sui social della città dalla proprietaria dell'abitazione, S.M., suscitando reazioni allarmate e arrabbiate. In tanti si sono espressi apertamente, altri le hanno scritto in privato. L'indignazione, comunque, è generale. «Non essere nemmeno più liberi di stendere il bucato dentro il proprio giardino -scrive la donna- Non ho più parole».

Poi aggiunge: «Privatamente, dopo la mia segnalazione, ho ricevuto notizie di altre persone che hanno avuto furti simili -prosegue la donna- A qualcuno ad esempio sono sparite le scarpe lasciate in cortile. A me invece è stata portata via una vestaglia ricamata a cui tenevo particolarmente, ma non solo. È sparita una felpa di mia figlia, mentre altre due le ho trovate in giardino: forse il tipo è stato disturbato dal mio vicino, che si alza alle cinque. Sono stati rubati però anche dei jeans, un asciugamano, i pantaloni di mia figlia di felpa. Provo un grande dispiacere sia per il furto in sé sia nel sapere che le persone entrano tranquillamente senza farsi grossi problemi». E S.M. non rappresenta certo un caso isolato: «Da quando ho pubblicato la mia segnalazione -aggiunge- varie persone mi hanno scritto. Ad esempio, uno ha riconosciuto il proprio cappellino, uguale a quello che aveva addosso l'individuo che è entrato da me. Un altro ha detto che gli è stata rubata una bici nei giorni scorsi: le sue telecamere non hanno immortalato il volto, ma le scarpe sono assolutamente le stesse del ladro entrato in casa mia. Insomma, c'è qualcuno che sistematicamente fa la spesa nelle proprietà delle persone».

Per quanto riguarda la denuncia ai carabinieri, aggiunge: «Non la faccio, perché altri mi hanno detto che per queste cose neppure si muovono». Oltre a tutto, c'è chi ha messo in guardia la donna. Perché pubblicare il video in cui il ladro può essere riconosciuto rischia di rappresentare una violazione della privacy.

di Laura Bon","crime, law and justice",58,36,0.8513,1,silver,1,1
V25e7Y9PJg8,ilmessaggero,"Maldive, gli italiani morti «nella grotta senza le torce»","«Nelle grotte mappate c'è sempre un cartello con un teschio e una scritta chiara: non andare oltre questo limite senza uno specifico brevetto». A Dhekunu Kandu, invece, quel limite non esisteva. Nessuna cartina, nessuna mappatura ufficiale, solo cunicoli sommersi che si infilano nel buio oltre i sessanta metri di profondità. È da qui che parte una delle ipotesi più forti sulla morte dei cinque sub italiani avvenuta giovedì scorso alle Maldive: uno smarrimento progressivo dentro la grotta, aggravato da attrezzature non adeguate per un'immersione speleosub, compresa la mancanza di torce per tutti.

Ieri il team finlandese di Dan Europe ha completato il recupero degli ultimi due corpi. Un lavoro fatto senza compensi. «I tre finlandesi non hanno chiesto di essere pagati», racconta Cristian Pellegrini di Dan Europe, l'organizzazione che ha coordinato la missione insieme all'ambasciata italiana e alle autorità maldiviane. «Noi come fondazione no profit abbiamo coperto tutte le spese operative ai tre esperti e diverse istituzioni starebbero valutando un riconoscimento ufficiale per il coraggio dimostrato da Sami Paakkarinen, Jenni Westerlund e Patrik Grönqvist». La priorità era riportarli a casa, dicono i tre, in maniera dignitosa: «Un pensiero va alle famiglie. Non siamo eroi, siamo solo subacquei».

Ma mentre le salme rientrano in Italia e la Procura di Roma apre un fascicolo per omicidio colposo contro ignoti, emergono dettagli che non tornano. «Non credo che quella fosse una grotta particolarmente pericolosa - racconta Pellegrini, che ha seguito le operazioni a distanza, in continuo collegamento con il team operativo - ma senza attrezzature adeguate è un attimo perdere l'orientamento». Il riferimento è soprattutto alle torce. Secondo i primi rilievi solo due delle vittime ne avevano una con sé. Ma nelle immersioni speleosub la regola impone almeno tre fonti di luce per ogni subacqueo. Perché dentro la grotta, spiegano i soccorritori, quella naturale sparisce completamente già dopo i primi metri.

#Maldive #sub","disaster, accident and emergency incident",72,22,0.8177,1,silver,1,1
VXp6qw86mSo,ilmessaggero,"Flotilla, il deputato M5s Carotenuto: «C'è chi ha subito violenza sessuale, anziani torturati»","«Mi hanno tenuto per 6 ore in una stanza con l'aria condizionata a 17 gradi sparata in faccia, seduto su una sedia. E questo è stato il trattamento di 'favore' che mi hanno riservato. Poi mi hanno portato in aeroporto con le manette alle mani e ai piedi, facendomi passare davanti a tutti come se fossi un criminale». É il racconto del deputato del M5s Dario Carotenuto, che era tra gli italiani sulla Flotilla abbordata da Israele, appena sbarcato a Fiumicino. «Non ho visto il video di Ben Gvir, non avevo strumenti per vederlo - ha aggiunto rispondendo ad una domanda dei cronisti - ma Ben Gvir è un ministro di Netanyahu e dunque rappresenta il governo di Israele». Un governo che ha un «disegno, che è il grande Israele e che va avanti ben prima del 7 ottobre».

«Volevo essere un testimone di quello che accadeva e cercare di proteggere i ragazzi. Mi spiace che siano ancora là loro. Ci hanno diviso in un momento pesante. Ci hanno chiamato a me e Mantovani, per numero di matricola, con i mitra spianati: ci hanno chiesto di avanzare con le mani alzate, fuori dai container, e poi di girarci. Sono stati forse i secondi più lunghi della mia vita: poi ci hanno preso per il collo e ci hanno diviso. Non ho più saputo più nulla degli altri compagni», ha detto.


«Ho sentito l'Unita' di Crisi della Farnesina - ha aggiunto - li voglio ringraziare, hanno fatto quello che potevano. Ma è la politica che non fa abbastanza. Ho saputo di Mattarella stanotte alle 3 dall'ambasciatore italiano in Grecia e lo ringrazio. Non avevamo notizie di alcun tipo e non potevamo comunicare. Mi hanno privato anche del portafoglio in Israele e me lo hanno ridato nel bagaglio in stiva che doveva arrivare direttamente a Roma, neanche ad Atene. Torture fino alla fine. Tutte le istituzioni dovrebbero cogliere questo segnale di pace e di speranza per un futuro migliore: stiamo offrendo solo prospettive di guerra. Questi ragazzi stanno invece piantando semi di pace», ha concluso abbracciato dai colleghi deputati.",politics and government,282,224,0.8983,1,silver,1,1
Vdbn1uJas6U,ilmessaggero,"Belgio, scuolabus travolto da un treno su un passaggio a livello. «Almeno 4 morti»","È di almeno quattro morti, tra cui due adolescenti, il bilancio provvisorio dell'incidente avvenuto in Belgio, dove un treno si è scontrato con uno scuolabus a un passaggio a livello nei pressi di Buggenhout. Lo ha riferito all'emittente Rtl il ministro dei Trasporti Jean-Luc Crucke. Tra le vittime ci sono anche l'autista del bus e un adulto che accompagnava gli studenti, ha precisato il ministro, aggiungendo che altre due persone sono rimaste gravemente ferite.

#scuolabus #treno #Belgio","disaster, accident and emergency incident",10,1,0.0635,0,silver,0,0
YYZ5MuKyeyQ,ilmessaggero,"Famiglia nel bosco, Catherine incontra i tre bambini: «Quando torniamo a casa con i nostri animali?»","Si sono riabbracciati in un luogo neutro, lontano dalla casa famiglia di Vasto che li ospita da circa sei mesi. Un incontro carico di emozione tra Catherine e i suoi tre bambini. Momenti di dolcezza, ma anche domande difficili. «Quando torniamo a casa, nel bosco, con i nostri animali?» hanno chiesto i piccoli. La madre, nonostante la situazione complessa, appare equilibrata. Chi la segue la descrive come ""fiduciosa"" nei confronti del nuovo difensore Simone Pillon e capace di gestire con lucidità i rapporti familiari. «Ha ricominciato a sorridere», raccontano gli amici. Resta forte la speranza di un ricongiungimento. Il 20 novembre 2025 a lei e al marito Nathan è stata sospesa la responsabilità genitoriale. Il procedimento, aperto al Tribunale per i minorenni dell'Aquila, è ora in una fase decisiva. Si attende la relazione finale della consulente tecnica d'ufficio, la psichiatra Simona Ceccoli, prevista per giugno.

Nel frattempo sono state depositate le note critiche dei consulenti di parte, lo psichiatra Tonino Cantelmi e la psicologa Martina Aiello. Le loro valutazioni sono state sottoposte all'attenzione di esperti come il neuropsichiatra infantile Massimo Ammaniti, la neuropsicologa Daniela Chieffo e la psicologa forense Anna Maria Giannini. Secondo Cantelmi e Aiello, la bozza di relazione della ctu presenta ""15 criticità"". Ceccoli ha rilevato una «incapacità genitoriale» e «fragilità profonde» tali da aver determinato «un'immaturità neuropsicologica dei bambini». Valutazioni che, secondo la difesa, presenterebbero incongruenze metodologiche. Il nodo centrale è uno: le uniche osservazioni cliniche dirette sui minori sono quelle effettuate dall'équipe di neuropsichiatria infantile. Si tratta dell'unico momento in cui i bambini sono stati osservati direttamente insieme ai genitori. La stessa Ctu richiama quella valutazione proprio per sopperire alla mancata osservazione diretta. Eppure, secondo i consulenti di parte, le conclusioni finali della perizia si discostano da quelle risultanze, basandosi in larga parte su valutazioni indirette. «Si osserva una marcata divergenza tra le risultanze della Npi e le conclusioni espresse nella relazione peritale», si legge nella controperizia. Secondo l'équipe di neuropsichiatria infantile, infatti, i genitori «rappresentano un valido riferimento per i bambini» e mostrano «un'interazione emotiva adeguata, con un buon livello di empatia e una sostanziale adeguatezza nelle aree emotivo-relazionali». Non solo. Nella stessa relazione si sottolinea come sia «indispensabile favorire e ripristinare una continuità dei legami familiari».

Ieri, intanto, Pillon ha chiarito: «Contrariamente ad alcune indiscrezioni, non risulta sia stata effettuata alcuna iscrizione dei bambini presso alcuna scuola per il prossimo anno scolastico».

#FamigliaNelBosco #Abruzzo #Palmoli",society,62,36,0.85,1,silver,1,1
YmUOlS_fcgc,ilmessaggero,"Nato, la Germania: «Ci assumiamo nostre responsabilità di leadership»","Da Berlino arriva forte e chiaro un messaggio alla Nato: «Siamo pronti a diventare leader». Alla luce del ridimensionamento delle truppe Usa in Europa, è il ministro degli Esteri tedesco Johann Wadephul a lanciare la candidatura della Germania prima di un incontro dei ministri degli Esteri della Nato a Helsingborg: «La Germania si assume le proprie responsabilità di leadership. È chiaro: man mano che le capacità europee aumentano, anche i compiti all'interno dell'Alleanza devono cambiare». Lo riporta la Dpa. «L'obiettivo è una nuova ripartizione degli oneri che corrisponda al potenziale economico e militare della Germania e dell'Europa», ha affermato. 

La Germania vuole raggiungere il più rapidamente possibile l'obiettivo del 5% della Nato. Anche il ministro degli Esteri e vicepremier Antonio Tajani è atteso questa sera a Helsingborg, Svezia, dove ha inizio la ministeriale Nato con la cena informale nel formato Consiglio Nato-Ucraina, offerta dalla ministra degli Affari Esteri della Svezia, Maria Malmer Stenergard, alla presenza delle loro Maestà il re Carlo XVI Gustavo e la regina Silvia di Svezia e del primo ministro Ulf Kristersson.

Già questa sera, dopo la cena, Tajani avrà un breve incontro con l'omologo tedesco Johann Wadephul. Domani, invece, prima della sessione formale del Consiglio Atlantico, sono previsti due scambi bilaterali, il primo con la canadese Anita Anand, il secondo con il francese Jean-Noël Barrot. A chiudere, una riunione informale di preparazione al vertice Nato di Ankara ospitata dai ministri degli Affari Esteri di Svezia e Turchia con gli E5 più l'Olanda (ovvero Germania, Regno Unito, Francia, Polonia e Italia). 

#IlMessaggero #berlino #germania #nato",politics and government,16,14,0.8235,1,silver,1,1
